Total_Pemasukan_Belum,Total_Pengeluaran_Belum,Total_Anggaran_Belum,Total_Tabungan_Belum,Status_Kesehatan_Finansial,Total_Pemasukan,Total_Pengeluaran,Total_Anggaran,Total_Tabungan
7625461,4308079,4334343,675598,Perlu Perhatian,7600000,4300000,4300000,700000
5960037,4493764,4064309,844078,Perlu Perhatian,6000000,4500000,4100000,800000
12793707,9665113,10411127,1018446,Perlu Perhatian,12800000,9700000,10400000,1000000
11096196,4719247,4525395,3105224,Sehat,11100000,4700000,4500000,3100000
12675096,7384486,6773065,3187181,Perlu Perhatian,12700000,7400000,6800000,3200000
6461082,6986567,6738934,592284,Berisiko,6500000,7000000,6700000,600000
19659471,9367479,8222634,3092789,Sehat,19700000,9400000,8200000,3100000
5870737,2492087,2177070,1669330,Sehat,5900000,2500000,2200000,1700000
5016314,1507121,1071482,649969,Sehat,5000000,1500000,1100000,600000
7927540,8109805,8504838,1481109,Berisiko,7900000,8100000,8500000,1500000
18201484,9940638,7941363,4122729,Perlu Perhatian,18200000,9900000,7900000,4100000
12634722,14427222,10722989,1822772,Berisiko,12600000,14400000,10700000,1800000
6034174,4788512,4768899,1722768,Perlu Perhatian,6000000,4800000,4800000,1700000
14478719,12961619,9181410,1030482,Berisiko,14500000,13000000,9200000,1000000
9655984,3014372,2721304,1623786,Sehat,9700000,3000000,2700000,1600000
5845874,3380619,3342749,891924,Perlu Perhatian,5800000,3400000,3300000,900000
3823973,2478484,2464072,379757,Perlu Perhatian,3800000,2500000,2500000,400000
16097741,16949306,13450356,2366442,Berisiko,16100000,16900000,13500000,2400000
9140158,2721193,2385068,1999912,Sehat,9100000,2700000,2400000,2000000
3902667,2541973,2352451,659406,Perlu Perhatian,3900000,2500000,2400000,700000
18427052,5158139,3887562,4094758,Sehat,18400000,5200000,3900000,4100000
19021050,10484423,10359735,1377642,Perlu Perhatian,19000000,10500000,10400000,1400000
16603283,12387400,10940568,3597765,Perlu Perhatian,16600000,12400000,10900000,3600000
7091681,6845082,5304364,955439,Berisiko,7100000,6800000,5300000,1000000
16722728,6961399,6555407,5534382,Sehat,16700000,7000000,6600000,5500000
16787360,15386347,16361652,3075508,Berisiko,16800000,15400000,16400000,3100000
9397109,3682135,3913795,2354951,Sehat,9400000,3700000,3900000,2400000
11294379,2681261,1882809,4479693,Sehat,11300000,2700000,1900000,4500000
3075012,826480,885601,802982,Sehat,3100000,800000,900000,800000
15361840,6380847,5935608,4354897,Sehat,15400000,6400000,5900000,4400000
16640322,16624312,17009545,1793685,Berisiko,16600000,16600000,17000000,1800000
14269327,5178930,4870110,3800223,Sehat,14300000,5200000,4900000,3800000
9075407,5279038,4951289,691853,Perlu Perhatian,9100000,5300000,5000000,700000
13243007,8209076,5970733,3877288,Perlu Perhatian,13200000,8200000,6000000,3900000
15790886,8113758,6803634,3363615,Perlu Perhatian,15800000,8100000,6800000,3400000
10701094,2354570,2448548,1273687,Sehat,10700000,2400000,2400000,1300000
4304892,4864388,5099427,620539,Berisiko,4300000,4900000,5100000,600000
12376679,9432053,9012904,3623317,Perlu Perhatian,12400000,9400000,9000000,3600000
5445135,2644662,2154004,1028230,Sehat,5400000,2600000,2200000,1000000
10430651,4229643,3420764,3885096,Sehat,10400000,4200000,3400000,3900000
14902085,8041323,5660767,2503924,Perlu Perhatian,14900000,8000000,5700000,2500000
15438595,4555840,4105491,5265679,Sehat,15400000,4600000,4100000,5300000
13256067,6476988,4815353,2195317,Sehat,13300000,6500000,4800000,2200000
4757690,3406627,2460257,304129,Perlu Perhatian,4800000,3400000,2500000,300000
15145088,3517148,3208793,1794898,Sehat,15100000,3500000,3200000,1800000
11130183,6921870,4883001,2517863,Perlu Perhatian,11100000,6900000,4900000,2500000
5327315,2995247,2605457,1529792,Perlu Perhatian,5300000,3000000,2600000,1500000
14898151,4280461,3020766,1722886,Sehat,14900000,4300000,3000000,1700000
3603690,4288766,4064858,634130,Berisiko,3600000,4300000,4100000,600000
3781592,4191748,2975996,713197,Berisiko,3800000,4200000,3000000,700000
15003851,17646139,15363815,2607998,Berisiko,15000000,17600000,15400000,2600000
6903254,1637784,1574120,1453205,Sehat,6900000,1600000,1600000,1500000
13808125,11192088,8630684,861743,Berisiko,13800000,11200000,8600000,900000
17159300,3662264,2663156,2482100,Sehat,17200000,3700000,2700000,2500000
10316881,10422752,8261336,240566,Berisiko,10300000,10400000,8300000,200000
3762689,2394846,2338022,963601,Perlu Perhatian,3800000,2400000,2300000,1000000
5878570,2072409,1561375,1038619,Sehat,5900000,2100000,1600000,1000000
6126266,1296883,1387812,1157747,Sehat,6100000,1300000,1400000,1200000
13982805,5767446,4725238,3753276,Sehat,14000000,5800000,4700000,3800000
3876951,2771436,2214695,466315,Perlu Perhatian,3900000,2800000,2200000,500000
6140570,4912408,5202319,846363,Perlu Perhatian,6100000,4900000,5200000,800000
18683274,16292238,13879903,51679,Berisiko,18700000,16300000,13900000,100000
14429421,10801585,10229047,1640489,Perlu Perhatian,14400000,10800000,10200000,1600000
18377697,5193680,4175944,5445547,Sehat,18400000,5200000,4200000,5400000
14714806,6656533,5630828,3993836,Sehat,14700000,6700000,5600000,4000000
12044565,4768603,3692738,4151917,Sehat,12000000,4800000,3700000,4200000
6473356,4764292,3933060,1162710,Perlu Perhatian,6500000,4800000,3900000,1200000
14050508,5209492,4077175,5088992,Sehat,14100000,5200000,4100000,5100000
3852398,1423204,1394992,500540,Sehat,3900000,1400000,1400000,500000
10437383,2540135,2535919,2499788,Sehat,10400000,2500000,2500000,2500000
11799313,13789454,13220613,1734879,Berisiko,11800000,13800000,13200000,1700000
12875477,7375953,7583185,1219165,Perlu Perhatian,12900000,7400000,7600000,1200000
6307770,4124699,3217100,1554387,Perlu Perhatian,6300000,4100000,3200000,1600000
10635110,3948973,4317528,2335798,Sehat,10600000,3900000,4300000,2300000
6727376,3457660,3452890,748853,Perlu Perhatian,6700000,3500000,3500000,700000
19677103,7336767,7105232,5353242,Sehat,19700000,7300000,7100000,5400000
18629822,3753232,4119288,7327627,Sehat,18600000,3800000,4100000,7300000
15507437,6449308,6608861,2883682,Sehat,15500000,6400000,6600000,2900000
11131984,6129721,4799106,1562968,Perlu Perhatian,11100000,6100000,4800000,1600000
14077599,16605395,14668083,710052,Berisiko,14100000,16600000,14700000,700000
3893271,996509,797505,1547611,Sehat,3900000,1000000,800000,1500000
14878321,11396908,11486139,3970050,Perlu Perhatian,14900000,11400000,11500000,4000000
12901218,2863699,2895030,2283111,Sehat,12900000,2900000,2900000,2300000
15061076,7906610,7601396,2697915,Perlu Perhatian,15100000,7900000,7600000,2700000
15837046,16747949,16094295,3160699,Berisiko,15800000,16700000,16100000,3200000
14567532,7045852,5017462,2040468,Sehat,14600000,7000000,5000000,2000000
9929003,3537485,2842410,2019016,Sehat,9900000,3500000,2800000,2000000
19607505,7393055,7658212,2222794,Sehat,19600000,7400000,7700000,2200000
15644950,4538922,4758329,5268930,Sehat,15600000,4500000,4800000,5300000
9406561,2598746,2288198,1150687,Sehat,9400000,2600000,2300000,1200000
6568475,2046430,1447114,1128858,Sehat,6600000,2000000,1400000,1100000
8439940,5158392,4268144,1155902,Perlu Perhatian,8400000,5200000,4300000,1200000
17271541,12962035,11584311,2507138,Perlu Perhatian,17300000,13000000,11600000,2500000
17216549,18543310,18877719,824659,Berisiko,17200000,18500000,18900000,800000
7290680,8128171,5709459,776718,Berisiko,7300000,8100000,5700000,800000
19776699,4477921,4383250,3872247,Sehat,19800000,4500000,4400000,3900000
17889543,16568961,15120747,885017,Berisiko,17900000,16600000,15100000,900000
8791548,6537182,6540554,512591,Perlu Perhatian,8800000,6500000,6500000,500000
14996136,3982886,4252478,5850325,Sehat,15000000,4000000,4300000,5900000
16178015,13600322,12265857,3129358,Berisiko,16200000,13600000,12300000,3100000
14768582,10577861,9995830,2283792,Perlu Perhatian,14800000,10600000,10000000,2300000
16754742,12960588,11943375,3479770,Perlu Perhatian,16800000,13000000,11900000,3500000
3439908,2507275,1991195,814404,Perlu Perhatian,3400000,2500000,2000000,800000
9413784,4782159,4376844,2197062,Perlu Perhatian,9400000,4800000,4400000,2200000
15211003,3055523,2463976,4557739,Sehat,15200000,3100000,2500000,4600000
12314888,14473063,14729184,1082641,Berisiko,12300000,14500000,14700000,1100000
16112802,10107332,8853124,3440048,Perlu Perhatian,16100000,10100000,8900000,3400000
7752636,3418892,2983916,2718838,Sehat,7800000,3400000,3000000,2700000
19125543,8752386,6667366,3513310,Sehat,19100000,8800000,6700000,3500000
5883367,5840247,5711508,741692,Berisiko,5900000,5800000,5700000,700000
14900067,9806205,9346808,2385486,Perlu Perhatian,14900000,9800000,9300000,2400000
10445299,7034731,6097195,2956483,Perlu Perhatian,10400000,7000000,6100000,3000000
16878195,11484810,12545396,1979625,Perlu Perhatian,16900000,11500000,12500000,2000000
10389940,8922204,6804617,2028827,Berisiko,10400000,8900000,6800000,2000000
6999937,8152088,7525964,8133,Berisiko,7000000,8200000,7500000,0
7485877,8296944,5835609,572781,Berisiko,7500000,8300000,5800000,600000
19344620,11658188,8819453,3210391,Perlu Perhatian,19300000,11700000,8800000,3200000
12455689,7953798,8557157,3048051,Perlu Perhatian,12500000,8000000,8600000,3000000
5057403,4757785,5141944,886800,Berisiko,5100000,4800000,5100000,900000
12686261,9775159,7060198,3042166,Perlu Perhatian,12700000,9800000,7100000,3000000
13202070,9972898,9803672,1672068,Perlu Perhatian,13200000,10000000,9800000,1700000
19279038,17549895,18718528,1670814,Berisiko,19300000,17500000,18700000,1700000
3295655,1888719,1766731,602030,Perlu Perhatian,3300000,1900000,1800000,600000
4709827,3748277,2715021,534086,Perlu Perhatian,4700000,3700000,2700000,500000
14090120,10181921,8984135,1401230,Perlu Perhatian,14100000,10200000,9000000,1400000
4814787,1870435,1671299,1874192,Sehat,4800000,1900000,1700000,1900000
6386613,3994670,3658303,1393344,Perlu Perhatian,6400000,4000000,3700000,1400000
6857620,6859829,4938901,1013761,Berisiko,6900000,6900000,4900000,1000000
11286651,7143948,7170527,3246136,Perlu Perhatian,11300000,7100000,7200000,3200000
13480271,7646619,5576816,4002641,Perlu Perhatian,13500000,7600000,5600000,4000000
19081432,8918261,8367173,3455707,Sehat,19100000,8900000,8400000,3500000
13349585,6404477,4932104,2637089,Sehat,13300000,6400000,4900000,2600000
7260149,5052770,3868247,711536,Perlu Perhatian,7300000,5100000,3900000,700000
18375444,8778763,7677579,3724251,Sehat,18400000,8800000,7700000,3700000
13161229,12752445,10986886,387280,Berisiko,13200000,12800000,11000000,400000
18230856,7870138,6555295,5539585,Sehat,18200000,7900000,6600000,5500000
17997626,3621956,3339757,2679493,Sehat,18000000,3600000,3300000,2700000
15926654,4475319,3587814,4016793,Sehat,15900000,4500000,3600000,4000000
13601727,5444252,4103570,4721168,Sehat,13600000,5400000,4100000,4700000
6535259,1890453,1556538,1206878,Sehat,6500000,1900000,1600000,1200000
11798894,8029320,8356157,1721947,Perlu Perhatian,11800000,8000000,8400000,1700000
3703098,1696045,1318076,782992,Sehat,3700000,1700000,1300000,800000
15888757,13593220,9802796,1965453,Berisiko,15900000,13600000,9800000,2000000
19263155,20439222,16132375,19130,Berisiko,19300000,20400000,16100000,0
14683050,8237074,6563317,798068,Perlu Perhatian,14700000,8200000,6600000,800000
17605478,5488189,4478797,1816751,Sehat,17600000,5500000,4500000,1800000
16856809,16684344,14017030,625881,Berisiko,16900000,16700000,14000000,600000
9987481,9309641,7110493,590815,Berisiko,10000000,9300000,7100000,600000
10656329,4235565,4329659,4029890,Sehat,10700000,4200000,4300000,4000000
11373484,2971591,2696690,4244997,Sehat,11400000,3000000,2700000,4200000
19997530,8292941,8240817,4071545,Sehat,20000000,8300000,8200000,4100000
5900900,2292493,2232615,984671,Sehat,5900000,2300000,2200000,1000000
6010360,5826572,6093858,1090931,Berisiko,6000000,5800000,6100000,1100000
15895079,13955663,13473859,2483456,Berisiko,15900000,14000000,13500000,2500000
3895074,2011593,1746295,901090,Perlu Perhatian,3900000,2000000,1700000,900000
16617221,18921794,15362090,1736219,Berisiko,16600000,18900000,15400000,1700000
17329684,4976917,4842247,2262607,Sehat,17300000,5000000,4800000,2300000
7751515,4376284,4737325,1126226,Perlu Perhatian,7800000,4400000,4700000,1100000
9229818,4651725,4160541,1685339,Perlu Perhatian,9200000,4700000,4200000,1700000
8942505,8517671,6324057,466555,Berisiko,8900000,8500000,6300000,500000
10509801,9113929,8703977,2003419,Berisiko,10500000,9100000,8700000,2000000
14345731,7972953,7440472,848622,Perlu Perhatian,14300000,8000000,7400000,800000
19944743,12574228,10622837,3116278,Perlu Perhatian,19900000,12600000,10600000,3100000
7794209,6002648,4645343,1707072,Perlu Perhatian,7800000,6000000,4600000,1700000
10282148,3334801,2942975,3311095,Sehat,10300000,3300000,2900000,3300000
12008639,3003164,3049591,1870486,Sehat,12000000,3000000,3000000,1900000
3650150,767012,602094,1377998,Sehat,3700000,800000,600000,1400000
18495938,11760598,9129048,3984861,Perlu Perhatian,18500000,11800000,9100000,4000000
13127335,5926542,5327913,2597716,Sehat,13100000,5900000,5300000,2600000
17566539,10380358,9342101,2446353,Perlu Perhatian,17600000,10400000,9300000,2400000
5993679,6193064,6808660,718272,Berisiko,6000000,6200000,6800000,700000
13771338,6989362,6820505,3141664,Perlu Perhatian,13800000,7000000,6800000,3100000
4698357,3654712,2669800,1037895,Perlu Perhatian,4700000,3700000,2700000,1000000
7531967,6228942,5910344,112296,Berisiko,7500000,6200000,5900000,100000
11971466,3971492,3196966,2391448,Sehat,12000000,4000000,3200000,2400000
8596421,9758623,8280717,1367611,Berisiko,8600000,9800000,8300000,1400000
19996889,13999506,14129362,1131877,Perlu Perhatian,20000000,14000000,14100000,1100000
13565555,4519833,4958116,1607435,Sehat,13600000,4500000,5000000,1600000
18985667,13206996,13882843,3683637,Perlu Perhatian,19000000,13200000,13900000,3700000
19542049,11634316,10704741,1840015,Perlu Perhatian,19500000,11600000,10700000,1800000
13830309,14412540,12585419,2318665,Berisiko,13800000,14400000,12600000,2300000
16682295,5800711,5713588,5427981,Sehat,16700000,5800000,5700000,5400000
6549842,7567008,6227797,547232,Berisiko,6500000,7600000,6200000,500000
3901614,4073917,4307558,202115,Berisiko,3900000,4100000,4300000,200000
10609612,11339729,11370005,1104302,Berisiko,10600000,11300000,11400000,1100000
18246985,13808300,12486614,4756969,Perlu Perhatian,18200000,13800000,12500000,4800000
8392006,2675637,2720077,2903318,Sehat,8400000,2700000,2700000,2900000
13467269,8037492,6238971,2731694,Perlu Perhatian,13500000,8000000,6200000,2700000
7941204,5482270,5900693,467057,Perlu Perhatian,7900000,5500000,5900000,500000
9011318,4309375,4069269,2414929,Sehat,9000000,4300000,4100000,2400000
10784771,7421603,7021072,3133609,Perlu Perhatian,10800000,7400000,7000000,3100000
10033553,8377187,9103476,185394,Berisiko,10000000,8400000,9100000,200000
4866007,5276115,4525609,873234,Berisiko,4900000,5300000,4500000,900000
9228802,7286278,7979698,2435591,Perlu Perhatian,9200000,7300000,8000000,2400000
18669393,7404589,6660429,3190519,Sehat,18700000,7400000,6700000,3200000
6190247,1362089,1418674,2161117,Sehat,6200000,1400000,1400000,2200000
19295548,8277144,8238431,2680025,Sehat,19300000,8300000,8200000,2700000
18448148,10265702,8289091,4001060,Perlu Perhatian,18400000,10300000,8300000,4000000
13414251,6435451,5097111,3068725,Sehat,13400000,6400000,5100000,3100000
6187157,5284544,4875852,896286,Berisiko,6200000,5300000,4900000,900000
7613524,5005833,5113969,1599711,Perlu Perhatian,7600000,5000000,5100000,1600000
3825196,3769200,3011949,642849,Berisiko,3800000,3800000,3000000,600000
13545494,5176533,4512187,2896827,Sehat,13500000,5200000,4500000,2900000
19228578,16198377,12824326,186699,Berisiko,19200000,16200000,12800000,200000
13693969,8730973,9184456,1928148,Perlu Perhatian,13700000,8700000,9200000,1900000
9910191,11127178,10445560,1025767,Berisiko,9900000,11100000,10400000,1000000
16958545,14404250,14858990,2012764,Berisiko,17000000,14400000,14900000,2000000
6592695,2520806,2236346,1593731,Sehat,6600000,2500000,2200000,1600000
3461625,3511171,3420882,605283,Berisiko,3500000,3500000,3400000,600000
9236442,2759266,2295977,1534352,Sehat,9200000,2800000,2300000,1500000
4173439,4175196,4233532,351256,Berisiko,4200000,4200000,4200000,400000
17563872,14301201,13093953,1466742,Berisiko,17600000,14300000,13100000,1500000
11494162,13274431,9665031,1677518,Berisiko,11500000,13300000,9700000,1700000
17225272,11390784,11992596,1721824,Perlu Perhatian,17200000,11400000,12000000,1700000
12014970,10299638,8762257,1160999,Berisiko,12000000,10300000,8800000,1200000
9844785,9742977,9280460,1273574,Berisiko,9800000,9700000,9300000,1300000
16782444,6073038,5958638,6599554,Sehat,16800000,6100000,6000000,6600000
9408122,4852223,5073095,1210167,Perlu Perhatian,9400000,4900000,5100000,1200000
17962077,7227344,6336404,5662809,Sehat,18000000,7200000,6300000,5700000
7863158,7049697,5259893,481216,Berisiko,7900000,7000000,5300000,500000
16574574,11790027,12653754,4110832,Perlu Perhatian,16600000,11800000,12700000,4100000
7175636,5124363,5169292,1988026,Perlu Perhatian,7200000,5100000,5200000,2000000
13478592,7960348,8570567,1854463,Perlu Perhatian,13500000,8000000,8600000,1900000
13890391,8491371,9305170,1166859,Perlu Perhatian,13900000,8500000,9300000,1200000
8878221,3012070,2575703,3196533,Sehat,8900000,3000000,2600000,3200000
13884062,8292563,8961202,2961610,Perlu Perhatian,13900000,8300000,9000000,3000000
5514422,4328561,4450893,1095619,Perlu Perhatian,5500000,4300000,4500000,1100000
9725289,11174231,10860696,171592,Berisiko,9700000,11200000,10900000,200000
4901918,5398915,5505240,340063,Berisiko,4900000,5400000,5500000,300000
7078622,3755425,3497946,1463149,Perlu Perhatian,7100000,3800000,3500000,1500000
14320683,7733897,5566281,3016640,Perlu Perhatian,14300000,7700000,5600000,3000000
17109904,14110051,14955988,2845997,Berisiko,17100000,14100000,15000000,2800000
3965913,4499259,3791702,149932,Berisiko,4000000,4500000,3800000,100000
8455589,9974464,9573384,179215,Berisiko,8500000,10000000,9600000,200000
18274274,12066952,12416076,4242288,Perlu Perhatian,18300000,12100000,12400000,4200000
6836015,7907210,7561464,1112503,Berisiko,6800000,7900000,7600000,1100000
12347202,5461795,5741684,3938943,Sehat,12300000,5500000,5700000,3900000
16524653,11064960,9309001,2276217,Perlu Perhatian,16500000,11100000,9300000,2300000
12484307,8752021,7538689,1011462,Perlu Perhatian,12500000,8800000,7500000,1000000
7836459,8058359,8440303,775241,Berisiko,7800000,8100000,8400000,800000
12072332,12201964,12364825,1636087,Berisiko,12100000,12200000,12400000,1600000
4103978,934253,895287,1206292,Sehat,4100000,900000,900000,1200000
5841839,4187403,3506158,809949,Perlu Perhatian,5800000,4200000,3500000,800000
7094172,5018572,5189440,867960,Perlu Perhatian,7100000,5000000,5200000,900000
10790995,7362683,5284436,2530011,Perlu Perhatian,10800000,7400000,5300000,2500000
4008086,3345141,2721840,430410,Berisiko,4000000,3300000,2700000,400000
5139515,3965661,3081509,1161846,Perlu Perhatian,5100000,4000000,3100000,1200000
18426595,9688392,7485187,4072387,Perlu Perhatian,18400000,9700000,7500000,4100000
17521141,18768122,13810496,2219875,Berisiko,17500000,18800000,13800000,2200000
10594769,9411511,7219371,980803,Berisiko,10600000,9400000,7200000,1000000
4507500,2839484,2203171,244699,Perlu Perhatian,4500000,2800000,2200000,200000
12110774,10340548,10044991,854344,Berisiko,12100000,10300000,10000000,900000
6046864,3827777,3452316,1536017,Perlu Perhatian,6000000,3800000,3500000,1500000
9509202,4980097,5210910,1905409,Perlu Perhatian,9500000,5000000,5200000,1900000
16757174,11254232,10780786,5026562,Perlu Perhatian,16800000,11300000,10800000,5000000
11317908,6236798,6013596,1746654,Perlu Perhatian,11300000,6200000,6000000,1700000
19894353,16616124,11725790,396646,Berisiko,19900000,16600000,11700000,400000
6587236,2809716,2586735,1811886,Sehat,6600000,2800000,2600000,1800000
15327334,5813147,4107766,4548734,Sehat,15300000,5800000,4100000,4500000
17567940,7623120,6826954,6762012,Sehat,17600000,7600000,6800000,6800000
3070125,918596,718148,473487,Sehat,3100000,900000,700000,500000
15530098,13074955,9588342,2790734,Berisiko,15500000,13100000,9600000,2800000
9551529,9238397,6526856,1647082,Berisiko,9600000,9200000,6500000,1600000
3047336,1140841,1060597,1014689,Sehat,3000000,1100000,1100000,1000000
11342984,10040673,7045913,158008,Berisiko,11300000,10000000,7000000,200000
13496197,8208873,6728811,2138595,Perlu Perhatian,13500000,8200000,6700000,2100000
6797226,4145746,3398748,1073184,Perlu Perhatian,6800000,4100000,3400000,1100000
9259292,1997401,1501440,2750994,Sehat,9300000,2000000,1500000,2800000
9315374,2506319,1779274,3160262,Sehat,9300000,2500000,1800000,3200000
8848292,2501522,2410070,1638135,Sehat,8800000,2500000,2400000,1600000
4864167,4746936,5070233,12165,Berisiko,4900000,4700000,5100000,0
12630457,3551755,3413481,4801270,Sehat,12600000,3600000,3400000,4800000
8363641,8852060,8217615,1433157,Berisiko,8400000,8900000,8200000,1400000
16130919,10525061,8539334,4499422,Perlu Perhatian,16100000,10500000,8500000,4500000
12049936,11601641,9417187,933989,Berisiko,12000000,11600000,9400000,900000
8298666,7358160,5869483,1382319,Berisiko,8300000,7400000,5900000,1400000
7699710,4696483,3395443,886691,Perlu Perhatian,7700000,4700000,3400000,900000
19635725,16107758,17710296,3588382,Berisiko,19600000,16100000,17700000,3600000
15235103,6700135,6256878,2518710,Sehat,15200000,6700000,6300000,2500000
6934848,6830102,6363709,832062,Berisiko,6900000,6800000,6400000,800000
9927910,7476110,6367376,2037114,Perlu Perhatian,9900000,7500000,6400000,2000000
11844687,6617037,4700875,1107366,Perlu Perhatian,11800000,6600000,4700000,1100000
12633081,5849609,5976772,2409070,Sehat,12600000,5800000,6000000,2400000
8630108,8385417,7811751,1030156,Berisiko,8600000,8400000,7800000,1000000
3396146,2824907,2142916,228546,Berisiko,3400000,2800000,2100000,200000
10517169,2363761,1677649,3565180,Sehat,10500000,2400000,1700000,3600000
19981327,21636477,21604292,3691337,Berisiko,20000000,21600000,21600000,3700000
16488209,3407897,3009711,4417885,Sehat,16500000,3400000,3000000,4400000
13286041,6657907,4999821,2550104,Perlu Perhatian,13300000,6700000,5000000,2600000
12175553,5647293,4902311,4418414,Sehat,12200000,5600000,4900000,4400000
3903951,2559392,2246981,835690,Perlu Perhatian,3900000,2600000,2200000,800000
18574545,16791004,14484839,1510160,Berisiko,18600000,16800000,14500000,1500000
16048384,15627608,13298960,1522555,Berisiko,16000000,15600000,13300000,1500000
11910928,8462693,8144285,3472402,Perlu Perhatian,11900000,8500000,8100000,3500000
12173915,8383306,8480295,2033962,Perlu Perhatian,12200000,8400000,8500000,2000000
12860162,8186880,7899900,651047,Perlu Perhatian,12900000,8200000,7900000,700000
11117267,7322730,5812402,1937620,Perlu Perhatian,11100000,7300000,5800000,1900000
5824963,5960133,5631267,605751,Berisiko,5800000,6000000,5600000,600000
13367196,11513282,8994998,221550,Berisiko,13400000,11500000,9000000,200000
4764846,1809103,1745651,1078228,Sehat,4800000,1800000,1700000,1100000
18487689,17105229,17761145,236695,Berisiko,18500000,17100000,17800000,200000
11867130,6110704,5808650,1174032,Perlu Perhatian,11900000,6100000,5800000,1200000
5440617,5335422,5287725,153578,Berisiko,5400000,5300000,5300000,200000
9310135,6986447,5305169,503752,Perlu Perhatian,9300000,7000000,5300000,500000
13782955,9550193,8404352,3065450,Perlu Perhatian,13800000,9600000,8400000,3100000
9587397,7797990,7264243,1014966,Berisiko,9600000,7800000,7300000,1000000
18652654,6540797,6052197,1991281,Sehat,18700000,6500000,6100000,2000000
10477542,6582961,5712335,2586616,Perlu Perhatian,10500000,6600000,5700000,2600000
7956631,2801797,2522528,1800434,Sehat,8000000,2800000,2500000,1800000
9758520,7020181,7631744,2100430,Perlu Perhatian,9800000,7000000,7600000,2100000
11655001,12088992,11641193,2287678,Berisiko,11700000,12100000,11600000,2300000
10881157,12844197,9046760,1616560,Berisiko,10900000,12800000,9000000,1600000
15605689,10064053,11055358,1479380,Perlu Perhatian,15600000,10100000,11100000,1500000
9865289,8522915,6319292,1051070,Berisiko,9900000,8500000,6300000,1100000
15121522,5433941,4929771,3770564,Sehat,15100000,5400000,4900000,3800000
18480320,21554003,22105429,168148,Berisiko,18500000,21600000,22100000,200000
8912435,5902850,5008852,2395110,Perlu Perhatian,8900000,5900000,5000000,2400000
16007603,17356657,16577601,2796925,Berisiko,16000000,17400000,16600000,2800000
6750591,6321849,4802132,1005092,Berisiko,6800000,6300000,4800000,1000000
8063620,8601489,7241512,1578544,Berisiko,8100000,8600000,7200000,1600000
14280042,10275343,11252286,2438150,Perlu Perhatian,14300000,10300000,11300000,2400000
11266991,3406836,2673069,3351786,Sehat,11300000,3400000,2700000,3400000
3614523,2601991,2371995,618676,Perlu Perhatian,3600000,2600000,2400000,600000
15422107,13285390,13584907,318070,Berisiko,15400000,13300000,13600000,300000
5224603,2309527,1959442,1571928,Sehat,5200000,2300000,2000000,1600000
3175801,3682952,3339169,95640,Berisiko,3200000,3700000,3300000,100000
14806755,9442180,8611797,3392612,Perlu Perhatian,14800000,9400000,8600000,3400000
10717114,10705688,8773267,16133,Berisiko,10700000,10700000,8800000,0
13003395,15235816,13310470,1585419,Berisiko,13000000,15200000,13300000,1600000
19397290,10195096,9833503,1628189,Perlu Perhatian,19400000,10200000,9800000,1600000
18832907,9101541,7001998,7042620,Sehat,18800000,9100000,7000000,7000000
3261090,1967137,1966439,904858,Perlu Perhatian,3300000,2000000,2000000,900000
15099882,3786149,3413925,5532456,Sehat,15100000,3800000,3400000,5500000
13380365,11097264,11159570,2200791,Berisiko,13400000,11100000,11200000,2200000
16111317,4773145,4267457,6310760,Sehat,16100000,4800000,4300000,6300000
13046141,11609290,9749250,1111549,Berisiko,13000000,11600000,9700000,1100000
4579039,4246432,4538159,218824,Berisiko,4600000,4200000,4500000,200000
10118788,6865345,5698518,588963,Perlu Perhatian,10100000,6900000,5700000,600000
7145338,4054868,3010270,757682,Perlu Perhatian,7100000,4100000,3000000,800000
12916951,8033490,7857185,1963194,Perlu Perhatian,12900000,8000000,7900000,2000000
13422073,10154985,7473862,1825282,Perlu Perhatian,13400000,10200000,7500000,1800000
12255686,3928918,3260869,3535548,Sehat,12300000,3900000,3300000,3500000
3773410,2818275,2669305,726430,Perlu Perhatian,3800000,2800000,2700000,700000
12487263,8628456,7498696,910161,Perlu Perhatian,12500000,8600000,7500000,900000
6271082,1796177,1482552,1237598,Sehat,6300000,1800000,1500000,1200000
13654050,4591810,4552329,1980411,Sehat,13700000,4600000,4600000,2000000
4514724,2028571,1865221,866430,Sehat,4500000,2000000,1900000,900000
16387982,4377673,3540423,5200679,Sehat,16400000,4400000,3500000,5200000
8676124,5541225,5158541,1852192,Perlu Perhatian,8700000,5500000,5200000,1900000
7781403,5707183,4337044,2159960,Perlu Perhatian,7800000,5700000,4300000,2200000
10262212,7376640,5606905,2343714,Perlu Perhatian,10300000,7400000,5600000,2300000
7941479,6021226,5842767,664539,Perlu Perhatian,7900000,6000000,5800000,700000
8571471,6203762,6315216,1646663,Perlu Perhatian,8600000,6200000,6300000,1600000
3698404,2560753,1934695,390703,Perlu Perhatian,3700000,2600000,1900000,400000
17346755,3500321,3481696,6059767,Sehat,17300000,3500000,3500000,6100000
12326148,10075276,10716026,2399907,Berisiko,12300000,10100000,10700000,2400000
4007819,1124827,989437,1352197,Sehat,4000000,1100000,1000000,1400000
17756056,17825846,13829356,84268,Berisiko,17800000,17800000,13800000,100000
15003302,7570009,6735016,3959062,Perlu Perhatian,15000000,7600000,6700000,4000000
17750316,8006422,7137130,5487270,Sehat,17800000,8000000,7100000,5500000
